0.000000000000000000e+00	1.011507351922530384e+00	1.003404269381276581e+00	9.933168694095849682e-01	1.018243541394806106e+00	1.007489961040875182e+00
2.000000000000000000e+01	8.765064479355415550e-01	8.776884571522894918e-01	9.110746415699298995e-01	9.745779415998686579e-01	9.309251884977931546e-01
4.000000000000000000e+01	7.909447824749272771e-01	8.130727517848834740e-01	8.861105807742555296e-01	9.109714509259758675e-01	8.867880581913842875e-01
6.000000000000000711e+01	6.913089794858751080e-01	7.554066541979048699e-01	8.727173971242470074e-01	9.121565171286843965e-01	8.585247326450705652e-01
8.000000000000000000e+01	6.358749894374512435e-01	7.111288758633806939e-01	8.649351418725714780e-01	8.978799585029729746e-01	8.144144452624335617e-01
1.000000000000000000e+02	5.854775551936863831e-01	6.958169466271327819e-01	8.521882331539174515e-01	8.817906497575813685e-01	7.597715728715709327e-01
1.200000000000000142e+02	5.276435033368923611e-01	6.783899908875398177e-01	8.278724120779535900e-01	8.529001658423813748e-01	7.394165750192778219e-01
1.400000000000000000e+02	4.733427592965978592e-01	6.579008104518120348e-01	8.427621186706880652e-01	8.451037245108997675e-01	6.964479646504441179e-01
1.600000000000000000e+02	4.463419760387869473e-01	6.710596113190607781e-01	8.500316857061268605e-01	8.345640724508176511e-01	6.676070932138001846e-01
1.800000000000000000e+02	4.238311878686640277e-01	6.331269349223821452e-01	8.531172944564091587e-01	8.314114485354621165e-01	6.645948692457844809e-01
2.000000000000000000e+02	3.858477601830204162e-01	6.388463382558848824e-01	7.956954633120394416e-01	7.799663058680932348e-01	6.192834611037301151e-01
2.200000000000000000e+02	3.536860908508844825e-01	6.436638529961997701e-01	8.172310476922108879e-01	7.791314982944149703e-01	5.770585241247313535e-01
2.400000000000000284e+02	3.504953467638668996e-01	6.224708691062610377e-01	8.114093565588601509e-01	7.936198658697687369e-01	5.658510828126653847e-01
2.600000000000000000e+02	3.238173157362238541e-01	6.019716665151172430e-01	7.989127250952037240e-01	7.547164224410616296e-01	5.470117525470034048e-01
2.800000000000000000e+02	2.858381562414581412e-01	6.121300800202682524e-01	8.034687506714996985e-01	7.418820635366082383e-01	5.245649673153941484e-01
3.000000000000000000e+02	2.885981876592423334e-01	5.913317337498847914e-01	7.918674426947086564e-01	7.248005853618650907e-01	5.122050381890410620e-01
